ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSOCLASSE,CLASSI,ALUNNIMASCHI,ALUNNIFEMMINE
202021,PRPS015007,SCUOLA SECONDARIA II GRADO,4,1,10,6
202021,CTTD195006,SCUOLA SECONDARIA II GRADO,2,1,8,1
202021,RM1M057009,SCUOLA SECONDARIA I GRADO,2,4,45,37
202021,BG1E030001,SCUOLA PRIMARIA,1,3,32,33
202021,CETF4P500Q,SCUOLA SECONDARIA II GRADO,4,1,15,0
202021,NA1MT6500T,SCUOLA SECONDARIA I GRADO,1,1,1,2
202021,GE1E027002,SCUOLA PRIMARIA,1,2,7,10
202021,PA1E014004,SCUOLA PRIMARIA,5,2,17,15
202021,RM1E015002,SCUOLA PRIMARIA,5,2,20,21
202021,NA1ED8500Q,SCUOLA PRIMARIA,3,1,5,3
202021,PETD06500C,SCUOLA SECONDARIA II GRADO,2,1,3,1
202021,RMTD04500V,SCUOLA SECONDARIA II GRADO,5,1,4,5
202021,AT1E00300B,SCUOLA PRIMARIA,3,1,8,11
202021,RM1E086004,SCUOLA PRIMARIA,4,1,4,4
202021,AVTDAS5006,SCUOLA SECONDARIA II GRADO,2,1,4,0
202021,MB1EVP500T,SCUOLA PRIMARIA,4,1,5,10
202021,BGPC02500G,SCUOLA SECONDARIA II GRADO,3,1,4,2
202021,FO1E001006,SCUOLA PRIMARIA,1,1,11,10
202021,RMPC525003,SCUOLA SECONDARIA II GRADO,2,1,3,2
202021,SA1E00600P,SCUOLA PRIMARIA,3,1,12,15
202021,RM1E212008,SCUOLA PRIMARIA,2,4,41,46
202021,CE1E02500Q,SCUOLA PRIMARIA,4,1,7,4
202021,NA1E18800N,SCUOLA PRIMARIA,4,1,5,5
202021,RMPM4G5004,SCUOLA SECONDARIA II GRADO,1,1,6,3
202021,NAPL19500R,SCUOLA SECONDARIA II GRADO,3,1,1,8
202021,PD1EOO500S,SCUOLA PRIMARIA,5,1,8,6
202021,BLPMMN5000,SCUOLA SECONDARIA II GRADO,2,1,4,0
202021,VE1E014002,SCUOLA PRIMARIA,1,1,10,9
202021,RG1E00600X,SCUOLA PRIMARIA,4,1,11,6
202021,AVRH2Q500U,SCUOLA SECONDARIA II GRADO,1,1,2,5
202021,PVPL02500T,SCUOLA SECONDARIA II GRADO,4,1,1,8
202021,TO1E03500P,SCUOLA PRIMARIA,1,3,37,45
202021,MI1EMR500E,SCUOLA PRIMARIA,2,3,33,25
202021,FR1E003001,SCUOLA PRIMARIA,2,1,5,7
202021,NAPS065009,SCUOLA SECONDARIA II GRADO,5,2,55,16
202021,CO1E01400T,SCUOLA PRIMARIA,1,2,29,22
202021,GEPSC85001,SCUOLA SECONDARIA II GRADO,3,1,9,2
202021,CSTDDC500C,SCUOLA SECONDARIA II GRADO,1,1,2,0
202021,CAPQ00500E,SCUOLA SECONDARIA II GRADO,2,1,3,8
202021,RMPMIO5006,SCUOLA SECONDARIA II GRADO,2,1,1,2
202021,PD1E01400X,SCUOLA PRIMARIA,1,1,8,12
202021,CS1E008005,SCUOLA PRIMARIA,1,1,5,6
202021,CR1E00700T,SCUOLA PRIMARIA,4,1,6,8
202021,VE1E00900E,SCUOLA PRIMARIA,3,1,12,10
202021,SATABS5008,SCUOLA SECONDARIA II GRADO,1,1,5,1
202021,PG1E00400E,SCUOLA PRIMARIA,2,1,8,5
202021,SR1E009008,SCUOLA PRIMARIA,4,1,6,9
202021,NA1E027009,SCUOLA PRIMARIA,3,1,11,12
202021,MIPSZS500P,SCUOLA SECONDARIA II GRADO,1,1,8,0
202021,CT1M020004,SCUOLA SECONDARIA I GRADO,1,1,18,8
202021,CE1E058003,SCUOLA PRIMARIA,4,1,4,5
202021,NA1E221004,SCUOLA PRIMARIA,2,1,9,7
202021,FR1E001009,SCUOLA PRIMARIA,3,1,12,12
202021,NA1E212009,SCUOLA PRIMARIA,2,1,6,4
202021,TO1EPI500H,SCUOLA PRIMARIA,5,1,10,11
202021,PD1E004009,SCUOLA PRIMARIA,5,1,10,11
202021,RM1E072006,SCUOLA PRIMARIA,3,1,10,12
202021,PD1M01100N,SCUOLA SECONDARIA I GRADO,2,2,20,22
202021,RE1M00600E,SCUOLA SECONDARIA I GRADO,3,2,21,8
202021,BATD07500E,SCUOLA SECONDARIA II GRADO,3,1,6,7
202021,NA1E07500P,SCUOLA PRIMARIA,4,1,9,8
202021,BN1E82500A,SCUOLA PRIMARIA,2,1,15,14
202021,VEPL04500N,SCUOLA SECONDARIA II GRADO,3,2,9,11
202021,NA1M00600D,SCUOLA SECONDARIA I GRADO,3,1,8,17
202021,NA1E114004,SCUOLA PRIMARIA,4,1,15,10
202021,CA1E01000G,SCUOLA PRIMARIA,3,1,7,11
202021,NATF34500R,SCUOLA SECONDARIA II GRADO,3,1,5,2
202021,NA1E031001,SCUOLA PRIMARIA,3,2,13,10
202021,RM1E122002,SCUOLA PRIMARIA,5,1,13,10
202021,CE1E045001,SCUOLA PRIMARIA,1,1,8,6
202021,NAPS39500Q,SCUOLA SECONDARIA II GRADO,4,1,4,1
202021,GR1E00100D,SCUOLA PRIMARIA,3,2,22,23
202021,CH1E00400B,SCUOLA PRIMARIA,5,1,8,3
202021,RE1E00400N,SCUOLA PRIMARIA,4,1,12,12
202021,BGPMVO500T,SCUOLA SECONDARIA II GRADO,5,2,16,34
202021,NATD27500D,SCUOLA SECONDARIA II GRADO,5,2,22,12
202021,RM1M11800G,SCUOLA SECONDARIA I GRADO,2,3,35,32
202021,SRPS395007,SCUOLA SECONDARIA II GRADO,5,1,8,5
202021,NA1E03200R,SCUOLA PRIMARIA,1,1,11,4
202021,MBPL20500D,SCUOLA SECONDARIA II GRADO,2,2,10,27
202021,MIPSIG500R,SCUOLA SECONDARIA II GRADO,5,2,44,6
202021,RMPL43500P,SCUOLA SECONDARIA II GRADO,1,1,10,9
202021,SATF09500P,SCUOLA SECONDARIA II GRADO,4,1,5,1
202021,PEPMPL500U,SCUOLA SECONDARIA II GRADO,5,1,5,5
202021,SAPSNV500C,SCUOLA SECONDARIA II GRADO,1,1,3,1
202021,VI1E01300D,SCUOLA PRIMARIA,5,2,14,17
202021,BI1M01000N,SCUOLA SECONDARIA I GRADO,2,1,14,8
202021,NA1E150007,SCUOLA PRIMARIA,1,1,7,4
202021,NA1E06800G,SCUOLA PRIMARIA,5,1,14,7
202021,RM1M129002,SCUOLA SECONDARIA I GRADO,3,1,15,10
202021,AVTFTA500S,SCUOLA SECONDARIA II GRADO,2,1,3,5
202021,NARHR7500Q,SCUOLA SECONDARIA II GRADO,2,1,6,4
202021,VAPS785001,SCUOLA SECONDARIA II GRADO,4,1,7,11
202021,CTPS10500V,SCUOLA SECONDARIA II GRADO,5,1,7,3
202021,MNPL2H500Q,SCUOLA SECONDARIA II GRADO,1,1,3,8
202021,RMPS655007,SCUOLA SECONDARIA II GRADO,3,1,1,0
202021,BO1E00800N,SCUOLA PRIMARIA,2,1,6,9
202021,VI1M00700B,SCUOLA SECONDARIA I GRADO,2,1,12,16
202021,VI1E01300D,SCUOLA PRIMARIA,3,2,15,11
202021,BSRF3E5000,SCUOLA SECONDARIA II GRADO,4,1,2,6
202021,TVPM8T500U,SCUOLA SECONDARIA II GRADO,3,1,4,12
202021,PO1E00900G,SCUOLA PRIMARIA,1,1,9,14
202021,MO1M006005,SCUOLA SECONDARIA I GRADO,1,5,41,53
202021,NA1E07600E,SCUOLA PRIMARIA,5,3,22,26
202021,PZ1E002007,SCUOLA PRIMARIA,1,1,5,8
202021,VA1E00700C,SCUOLA PRIMARIA,3,2,15,15
202021,AGTA56500L,SCUOLA SECONDARIA II GRADO,4,1,1,0
202021,CO1MCB500P,SCUOLA SECONDARIA I GRADO,3,2,14,14
202021,CE1E016001,SCUOLA PRIMARIA,3,1,6,8
202021,MO1E00200L,SCUOLA PRIMARIA,4,1,13,13
202021,NA1E15900N,SCUOLA PRIMARIA,4,1,3,6
202021,PA1E048007,SCUOLA PRIMARIA,1,2,19,9
202021,CA1M013008,SCUOLA SECONDARIA I GRADO,1,1,15,8
202021,BSPLLZ5006,SCUOLA SECONDARIA II GRADO,4,1,2,16
202021,NA1E149003,SCUOLA PRIMARIA,4,1,2,3
202021,AR1E006008,SCUOLA PRIMARIA,5,1,11,9
202021,BGPL06500X,SCUOLA SECONDARIA II GRADO,5,1,6,7
202021,VRTF035002,SCUOLA SECONDARIA II GRADO,5,1,13,0
202021,FO1M00100B,SCUOLA SECONDARIA I GRADO,1,2,22,19
202021,SATD25500P,SCUOLA SECONDARIA II GRADO,3,1,6,2
202021,MO1E013003,SCUOLA PRIMARIA,2,1,6,13
202021,NA1E17000C,SCUOLA PRIMARIA,3,1,10,7
202021,CO1M021006,SCUOLA SECONDARIA I GRADO,1,1,14,2
202021,SAPS11500B,SCUOLA SECONDARIA II GRADO,5,1,16,1
202021,RM1E015002,SCUOLA PRIMARIA,1,2,19,15
202021,GE1E033009,SCUOLA PRIMARIA,4,2,22,19
202021,BS1M01400R,SCUOLA SECONDARIA I GRADO,1,2,18,33
202021,NATFPQ500Q,SCUOLA SECONDARIA II GRADO,5,4,130,9
202021,RMTB035009,SCUOLA SECONDARIA II GRADO,4,2,29,10
202021,FG1E01400A,SCUOLA PRIMARIA,2,2,11,11
202021,MCRF3O5008,SCUOLA SECONDARIA II GRADO,5,1,11,15
202021,RM1E08300L,SCUOLA PRIMARIA,2,2,21,17
202021,RM1E11200B,SCUOLA PRIMARIA,1,1,13,11
202021,CT1E038004,SCUOLA PRIMARIA,2,1,14,9
202021,MERHF3500O,SCUOLA SECONDARIA II GRADO,1,1,3,0
202021,MI1E09300P,SCUOLA PRIMARIA,4,2,13,14
202021,FO1E00500D,SCUOLA PRIMARIA,5,2,27,16
202021,CE1E04100N,SCUOLA PRIMARIA,3,1,3,6
202021,BOPSHR500B,SCUOLA SECONDARIA II GRADO,4,1,26,8
202021,SATD9L5009,SCUOLA SECONDARIA II GRADO,4,1,2,2
202021,FRPC02500X,SCUOLA SECONDARIA II GRADO,4,1,2,9
202021,RMTD7E500U,SCUOLA SECONDARIA II GRADO,1,1,0,1
202021,CETFQ95001,SCUOLA SECONDARIA II GRADO,1,1,4,4
202021,MI1E054004,SCUOLA PRIMARIA,2,1,5,6
202021,NATD9Z5006,SCUOLA SECONDARIA II GRADO,3,1,1,2
202021,RC1E01000Q,SCUOLA PRIMARIA,3,1,13,9
202021,VA1E003005,SCUOLA PRIMARIA,4,1,4,13
202021,MIPSQB5007,SCUOLA SECONDARIA II GRADO,3,1,6,1
202021,FR1E007008,SCUOLA PRIMARIA,1,1,12,4
202021,SATD27500X,SCUOLA SECONDARIA II GRADO,4,1,1,0
202021,IM1E00400R,SCUOLA PRIMARIA,3,1,13,9
202021,SATD9H500H,SCUOLA SECONDARIA II GRADO,4,1,7,0
202021,GE1E02200V,SCUOLA PRIMARIA,3,1,10,10
202021,RMTF115006,SCUOLA SECONDARIA II GRADO,5,1,5,0
202021,PD1E020007,SCUOLA PRIMARIA,1,1,6,9
202021,VA1M017008,SCUOLA SECONDARIA I GRADO,2,5,61,50
202021,RM1M09900B,SCUOLA SECONDARIA I GRADO,3,2,29,23
202021,CS1E00500N,SCUOLA PRIMARIA,3,1,0,1
202021,LEPL01500L,SCUOLA SECONDARIA II GRADO,5,1,3,6
202021,MI1E06600A,SCUOLA PRIMARIA,5,3,30,39
202021,NA1E14700B,SCUOLA PRIMARIA,5,1,6,13
202021,FI1E030001,SCUOLA PRIMARIA,1,1,5,3
202021,MI1E123009,SCUOLA PRIMARIA,3,2,45,0
202021,VB1E00300Q,SCUOLA PRIMARIA,1,1,15,11
202021,RGTDCA500P,SCUOLA SECONDARIA II GRADO,4,1,1,0
202021,RC1E013007,SCUOLA PRIMARIA,1,1,4,2
202021,BS1EU3500Q,SCUOLA PRIMARIA,2,2,14,12
202021,TVPS05500D,SCUOLA SECONDARIA II GRADO,1,1,8,4
202021,NA1E22500B,SCUOLA PRIMARIA,5,1,7,7
202021,MT1E00100E,SCUOLA PRIMARIA,5,1,11,12
202021,NA1E21000N,SCUOLA PRIMARIA,4,2,16,13
202021,BA1E01000P,SCUOLA PRIMARIA,4,1,13,4
202021,CETF4P500Q,SCUOLA SECONDARIA II GRADO,5,3,68,32
202021,TV1M00800X,SCUOLA SECONDARIA I GRADO,1,3,30,25
202021,RM1E01300A,SCUOLA PRIMARIA,4,1,14,9
202021,VE1E005007,SCUOLA PRIMARIA,2,1,11,13
202021,NATF545002,SCUOLA SECONDARIA II GRADO,1,1,1,2
202021,REPLP0500O,SCUOLA SECONDARIA II GRADO,5,1,3,7
202021,RMPS07500V,SCUOLA SECONDARIA II GRADO,3,1,0,1
202021,NOSL015004,SCUOLA SECONDARIA II GRADO,2,1,0,2
202021,MIPC15500V,SCUOLA SECONDARIA II GRADO,4,1,6,18
202021,BAPS035008,SCUOLA SECONDARIA II GRADO,5,1,4,1
202021,LTPM02500Q,SCUOLA SECONDARIA II GRADO,3,1,12,5
202021,RE1E00400N,SCUOLA PRIMARIA,5,1,16,9
202021,TVPC01500X,SCUOLA SECONDARIA II GRADO,4,1,6,6
202021,NA1E150007,SCUOLA PRIMARIA,3,1,8,8
202021,MI1E14100V,SCUOLA PRIMARIA,2,3,24,28
202021,FI1E06100L,SCUOLA PRIMARIA,5,1,10,6
202021,NA1E015003,SCUOLA PRIMARIA,1,1,5,1
202021,MIPS72500B,SCUOLA SECONDARIA II GRADO,3,1,9,1
202021,NA1E09000R,SCUOLA PRIMARIA,1,1,14,11
202021,RETB755007,SCUOLA SECONDARIA II GRADO,1,1,8,4
202021,NATF215004,SCUOLA SECONDARIA II GRADO,2,1,1,2
202021,NA1E02500N,SCUOLA PRIMARIA,5,1,13,15
202021,PAPM25500A,SCUOLA SECONDARIA II GRADO,1,1,0,1
202021,MBPMM55007,SCUOLA SECONDARIA II GRADO,3,1,18,12
202021,RM1E02600C,SCUOLA PRIMARIA,3,3,34,32
202021,MIPM01500Q,SCUOLA SECONDARIA II GRADO,1,1,5,20
202021,VE1E01000P,SCUOLA PRIMARIA,3,1,14,11
202021,CRPC035004,SCUOLA SECONDARIA II GRADO,5,1,4,4
202021,BSPS075008,SCUOLA SECONDARIA II GRADO,3,2,13,27
202021,MITF005006,SCUOLA SECONDARIA II GRADO,1,2,37,0
202021,PG1E00500A,SCUOLA PRIMARIA,3,1,13,12
202021,RGRHL4500A,SCUOLA SECONDARIA II GRADO,2,2,20,13
202021,SATFCA5002,SCUOLA SECONDARIA II GRADO,4,1,5,0
202021,SP1E00500Q,SCUOLA PRIMARIA,5,1,10,6
202021,NARHHE500A,SCUOLA SECONDARIA II GRADO,3,1,1,3
202021,METD065008,SCUOLA SECONDARIA II GRADO,2,1,3,0
202021,PDPM00500B,SCUOLA SECONDARIA II GRADO,4,2,14,33
202021,PA1E03200N,SCUOLA PRIMARIA,2,1,7,3
202021,RMPS41500P,SCUOLA SECONDARIA II GRADO,1,1,2,2
202021,MO1E00200L,SCUOLA PRIMARIA,3,1,17,9
202021,MI1E017005,SCUOLA PRIMARIA,1,3,44,28
202021,RM1E03900E,SCUOLA PRIMARIA,1,1,3,13
202021,BG1E027005,SCUOLA PRIMARIA,4,1,7,14
202021,CETDA05001,SCUOLA SECONDARIA II GRADO,2,1,9,6
202021,TV1E01500T,SCUOLA PRIMARIA,2,2,23,21
202021,FIPLZD500L,SCUOLA SECONDARIA II GRADO,5,1,3,4
202021,RM1E15900L,SCUOLA PRIMARIA,3,1,14,11
202021,BSPS08500V,SCUOLA SECONDARIA II GRADO,1,1,11,6
202021,NA1E08400D,SCUOLA PRIMARIA,5,2,19,14
202021,BN1ES9500O,SCUOLA PRIMARIA,1,1,7,6
202021,CE1EO0500I,SCUOLA PRIMARIA,4,1,5,8
202021,PA1M01100T,SCUOLA SECONDARIA I GRADO,1,1,13,10
202021,NATFFL500P,SCUOLA SECONDARIA II GRADO,5,3,77,28
202021,NATA0L500I,SCUOLA SECONDARIA II GRADO,3,1,2,1
202021,MEPMEB500L,SCUOLA SECONDARIA II GRADO,3,1,4,5
202021,TO1E6R5003,SCUOLA PRIMARIA,3,3,24,30
202021,AL1M01000P,SCUOLA SECONDARIA I GRADO,2,2,16,9
202021,VA1E02100P,SCUOLA PRIMARIA,5,3,41,37
202021,RMPC235003,SCUOLA SECONDARIA II GRADO,4,1,7,6
202021,RM1M06200R,SCUOLA SECONDARIA I GRADO,2,1,15,5
202021,MITDGN5002,SCUOLA SECONDARIA II GRADO,4,1,5,7
202021,PATF02500T,SCUOLA SECONDARIA II GRADO,3,1,6,0
202021,CETAVH500S,SCUOLA SECONDARIA II GRADO,2,1,3,0
202021,PAPC12500D,SCUOLA SECONDARIA II GRADO,3,1,2,24
202021,SAPL3T500R,SCUOLA SECONDARIA II GRADO,5,2,16,22
202021,RM1E086004,SCUOLA PRIMARIA,3,1,4,5
202021,SA1E02200L,SCUOLA PRIMARIA,3,1,6,9
202021,RM1M029005,SCUOLA SECONDARIA I GRADO,2,1,11,14
202021,MI1EAE500E,SCUOLA PRIMARIA,3,1,6,9
202021,GE1E013004,SCUOLA PRIMARIA,5,1,4,12
202021,FE1E00100N,SCUOLA PRIMARIA,5,2,21,16
202021,MS1E00500P,SCUOLA PRIMARIA,3,1,7,12
202021,AGTD4Q5003,SCUOLA SECONDARIA II GRADO,3,1,3,1
202021,BG1E01000Q,SCUOLA PRIMARIA,4,1,10,10
202021,BGSD01500E,SCUOLA SECONDARIA II GRADO,3,2,13,30
202021,PV1E007008,SCUOLA PRIMARIA,2,1,8,10
202021,PDTF015003,SCUOLA SECONDARIA II GRADO,2,1,17,1
202021,CO1M013007,SCUOLA SECONDARIA I GRADO,3,2,24,27
202021,CA1E01400V,SCUOLA PRIMARIA,4,1,11,16
202021,RMPC255008,SCUOLA SECONDARIA II GRADO,1,1,3,6
202021,CR1E00400A,SCUOLA PRIMARIA,4,2,18,14
202021,PO1E00200R,SCUOLA PRIMARIA,5,1,13,10
202021,PG1E001003,SCUOLA PRIMARIA,3,1,9,8
202021,PIPS02500D,SCUOLA SECONDARIA II GRADO,4,1,4,2
202021,PVPS775003,SCUOLA SECONDARIA II GRADO,1,1,3,0
202021,SI1E001009,SCUOLA PRIMARIA,4,1,11,10
202021,BA1E00400B,SCUOLA PRIMARIA,3,2,18,25
202021,KR1M00100A,SCUOLA SECONDARIA I GRADO,3,1,5,8
202021,CT1E038004,SCUOLA PRIMARIA,1,1,6,12
202021,VAPS1O500A,SCUOLA SECONDARIA II GRADO,4,1,8,13
202021,NA1E20800N,SCUOLA PRIMARIA,5,1,6,5
202021,PA1E03200N,SCUOLA PRIMARIA,4,1,2,8
202021,NA1E01200G,SCUOLA PRIMARIA,3,1,4,7
202021,NO1M001009,SCUOLA SECONDARIA I GRADO,1,4,42,35
202021,PDPL02500A,SCUOLA SECONDARIA II GRADO,4,1,6,17
202021,VEPS00500C,SCUOLA SECONDARIA II GRADO,1,3,9,3
202021,BLPSMD500A,SCUOLA SECONDARIA II GRADO,2,1,3,1
202021,AL1E00300A,SCUOLA PRIMARIA,4,1,4,8
202021,RMTB035009,SCUOLA SECONDARIA II GRADO,1,2,46,9
202021,NATF2E500L,SCUOLA SECONDARIA II GRADO,2,1,5,0
202021,RM1E12500D,SCUOLA PRIMARIA,3,1,5,8
202021,CT1M02300G,SCUOLA SECONDARIA I GRADO,2,1,7,15
202021,ENSD01500A,SCUOLA SECONDARIA II GRADO,2,2,17,12
202021,MIPS04500E,SCUOLA SECONDARIA II GRADO,3,1,6,6
202021,MIPSOC500H,SCUOLA SECONDARIA II GRADO,1,1,2,2
202021,RNTD02500G,SCUOLA SECONDARIA II GRADO,5,1,13,1
202021,CE1E03300P,SCUOLA PRIMARIA,3,1,7,6
202021,RM1E18300D,SCUOLA PRIMARIA,4,1,7,9
202021,CO1E01000E,SCUOLA PRIMARIA,3,2,13,16
202021,GO1E00100A,SCUOLA PRIMARIA,5,2,17,23
202021,SATD125002,SCUOLA SECONDARIA II GRADO,5,2,43,18
202021,NO1E00300Q,SCUOLA PRIMARIA,5,2,16,29
202021,LT1E00900G,SCUOLA PRIMARIA,5,2,19,25
202021,PCPSD7500T,SCUOLA SECONDARIA II GRADO,2,1,12,2
202021,CR1E00900D,SCUOLA PRIMARIA,3,2,20,22
202021,LU1E003004,SCUOLA PRIMARIA,1,1,5,3
202021,MITB025006,SCUOLA SECONDARIA II GRADO,5,2,36,4
202021,NA1E094004,SCUOLA PRIMARIA,2,1,5,5
202021,MBTD37500N,SCUOLA SECONDARIA II GRADO,1,1,4,2
202021,REPSQE5008,SCUOLA SECONDARIA II GRADO,4,1,6,2
202021,AVPCZU5001,SCUOLA SECONDARIA II GRADO,1,1,1,0
202021,RM1E13100R,SCUOLA PRIMARIA,4,1,10,13
202021,SP1E003004,SCUOLA PRIMARIA,4,1,9,16
202021,CT1ELO5000,SCUOLA PRIMARIA,4,1,9,8
202021,MIPSE7500I,SCUOLA SECONDARIA II GRADO,4,2,34,9
202021,RMPC545008,SCUOLA SECONDARIA II GRADO,2,1,0,2
202021,PA1E04000L,SCUOLA PRIMARIA,2,1,11,11
202021,CO1E01100A,SCUOLA PRIMARIA,2,2,29,17
202021,GEPS04500R,SCUOLA SECONDARIA II GRADO,4,2,29,11
202021,MI1E01400N,SCUOLA PRIMARIA,3,2,18,10
202021,MI1E011006,SCUOLA PRIMARIA,1,1,9,4
202021,RM1E03400B,SCUOLA PRIMARIA,4,1,8,8
202021,RCTDBT500S,SCUOLA SECONDARIA II GRADO,3,1,9,3
202021,BLPS54500H,SCUOLA SECONDARIA II GRADO,4,1,14,3
202021,RC1E00700X,SCUOLA PRIMARIA,1,1,10,6
202021,FI1E00400C,SCUOLA PRIMARIA,4,1,7,17
202021,TOPC11500C,SCUOLA SECONDARIA II GRADO,5,1,0,3
202021,COPS055009,SCUOLA SECONDARIA II GRADO,2,1,17,9
202021,NA1E28100Q,SCUOLA PRIMARIA,5,2,21,11
202021,RM1E204009,SCUOLA PRIMARIA,2,1,7,6
202021,GERI015006,SCUOLA SECONDARIA II GRADO,1,2,1,31
202021,RMPS56500L,SCUOLA SECONDARIA II GRADO,2,1,2,1
202021,CSTDIV5005,SCUOLA SECONDARIA II GRADO,2,1,1,0
202021,NAPM31500X,SCUOLA SECONDARIA II GRADO,4,1,2,4
202021,VI1E00900T,SCUOLA PRIMARIA,5,1,17,9
202021,FI1E014003,SCUOLA PRIMARIA,3,1,16,8
202021,BSPLMR500P,SCUOLA SECONDARIA II GRADO,2,1,11,18
202021,PIPS02500D,SCUOLA SECONDARIA II GRADO,1,1,10,5
202021,BO1M00800V,SCUOLA SECONDARIA I GRADO,1,2,16,37
202021,RA1E00200G,SCUOLA PRIMARIA,1,2,14,14
202021,NA1E028005,SCUOLA PRIMARIA,4,1,5,5
202021,VA1E003005,SCUOLA PRIMARIA,1,1,6,8
202021,NARH96500S,SCUOLA SECONDARIA II GRADO,4,1,15,9
202021,UD1M002009,SCUOLA SECONDARIA I GRADO,3,1,8,16
202021,BS1E01500B,SCUOLA PRIMARIA,3,1,12,10
202021,MB1M009008,SCUOLA SECONDARIA I GRADO,1,3,42,31
202021,GE1E02300P,SCUOLA PRIMARIA,2,1,8,8
202021,RM1E04200A,SCUOLA PRIMARIA,4,1,10,11
202021,RM1E01100P,SCUOLA PRIMARIA,3,1,12,10
202021,ANPS025003,SCUOLA SECONDARIA II GRADO,5,1,6,4
202021,BG1E021006,SCUOLA PRIMARIA,2,1,7,9
202021,VI1M00700B,SCUOLA SECONDARIA I GRADO,3,1,9,10
202021,NA1E14500Q,SCUOLA PRIMARIA,3,2,18,11
202021,PGRH16500N,SCUOLA SECONDARIA II GRADO,5,1,9,1
202021,CERHD15005,SCUOLA SECONDARIA II GRADO,1,1,0,11
202021,RC1E00300L,SCUOLA PRIMARIA,5,1,12,17
202021,TOPL66500H,SCUOLA SECONDARIA II GRADO,5,1,3,19
202021,TO1M054009,SCUOLA SECONDARIA I GRADO,1,2,29,27
202021,NARHP4500A,SCUOLA SECONDARIA II GRADO,1,1,1,3
202021,TVTF015005,SCUOLA SECONDARIA II GRADO,1,1,14,0
202021,LCTAB3500P,SCUOLA SECONDARIA II GRADO,3,1,6,6
202021,MI1E070002,SCUOLA PRIMARIA,2,1,4,2
202021,SAPS06500Q,SCUOLA SECONDARIA II GRADO,1,1,2,2
202021,RMTND1500F,SCUOLA SECONDARIA II GRADO,3,1,4,4
202021,MI1E062003,SCUOLA PRIMARIA,2,4,36,40
202021,MIPC06500L,SCUOLA SECONDARIA II GRADO,5,1,12,16
202021,NA1E13800L,SCUOLA PRIMARIA,5,1,10,5
202021,RM1E07500N,SCUOLA PRIMARIA,2,4,38,42
202021,RMTAPV5005,SCUOLA SECONDARIA II GRADO,5,2,48,13
202021,ME1E001008,SCUOLA PRIMARIA,4,2,14,22
202021,NATF545002,SCUOLA SECONDARIA II GRADO,2,1,5,4
202021,MEPS01500B,SCUOLA SECONDARIA II GRADO,4,1,8,2
202021,MIPMU4500Z,SCUOLA SECONDARIA II GRADO,5,1,8,11
202021,FE1E8D500F,SCUOLA PRIMARIA,1,1,5,10
202021,MI1E082008,SCUOLA PRIMARIA,1,2,21,14
202021,RNPL01500X,SCUOLA SECONDARIA II GRADO,1,1,5,10
202021,MBPL73500N,SCUOLA SECONDARIA II GRADO,1,1,6,6
202021,MI1M09400Q,SCUOLA SECONDARIA I GRADO,3,1,14,13
202021,VVSLLF500F,SCUOLA SECONDARIA II GRADO,4,1,4,3
202021,VR1M013003,SCUOLA SECONDARIA I GRADO,3,3,48,27
202021,RM1M03400L,SCUOLA SECONDARIA I GRADO,3,2,17,27
202021,TVPL08500G,SCUOLA SECONDARIA II GRADO,1,3,11,17
202021,TA1E009007,SCUOLA PRIMARIA,3,1,2,5
202021,TV1E00700V,SCUOLA PRIMARIA,3,1,10,6
202021,PATD27500A,SCUOLA SECONDARIA II GRADO,3,1,1,0
202021,MEPC2A500L,SCUOLA SECONDARIA II GRADO,5,1,2,0
202021,VTPS00500P,SCUOLA SECONDARIA II GRADO,5,1,10,7
202021,MIPMU4500Z,SCUOLA SECONDARIA II GRADO,2,1,5,10
202021,AQ1E004002,SCUOLA PRIMARIA,5,1,8,13
202021,CT1E02100P,SCUOLA PRIMARIA,2,1,2,3
202021,SAPM3S500H,SCUOLA SECONDARIA II GRADO,4,1,1,3
202021,CTTFOR5002,SCUOLA SECONDARIA II GRADO,1,1,1,0
202021,AGPSCE5001,SCUOLA SECONDARIA II GRADO,4,1,3,0
202021,NA1E1M500R,SCUOLA PRIMARIA,3,1,5,2
202021,VR1E016009,SCUOLA PRIMARIA,2,1,0,9
202021,CA1EUL5004,SCUOLA PRIMARIA,4,1,3,6
202021,UD1E00300X,SCUOLA PRIMARIA,5,1,4,13
202021,NAPMSV500U,SCUOLA SECONDARIA II GRADO,3,1,2,12
202021,NATDR0500L,SCUOLA SECONDARIA II GRADO,5,2,37,31
202021,FI1E001001,SCUOLA PRIMARIA,1,1,10,8
202021,MCTD00500B,SCUOLA SECONDARIA II GRADO,5,1,20,14
202021,SA1E016009,SCUOLA PRIMARIA,1,1,12,8
202021,CTTF04500E,SCUOLA SECONDARIA II GRADO,3,1,2,0
202021,SO1E00100E,SCUOLA PRIMARIA,1,1,9,5
202021,ENRH5C5006,SCUOLA SECONDARIA II GRADO,2,1,3,0
202021,AGPC4A5009,SCUOLA SECONDARIA II GRADO,5,1,5,7
202021,RMPC19500T,SCUOLA SECONDARIA II GRADO,3,1,10,3
202021,MN1M001009,SCUOLA SECONDARIA I GRADO,1,2,18,13
202021,NA1E15900N,SCUOLA PRIMARIA,3,1,6,6
202021,NAPS7Q5000,SCUOLA SECONDARIA II GRADO,5,1,7,3
